title,link,create_time,title_en
?“一触迹发”,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247492127&idx=1&sn=294e05428cc670e4c9b3fee46e4b57f4&chksm=cfb7855af8c00c4cc5a8f192c5a8540a18b1970d5192519bb042460061a500c9563f2a41a798#rd,2023/5/17 15:35,"?""At the first sign of happening"""
?智慧公路物联网系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247492039&idx=1&sn=791b04470aee46fb1be5074a76cfc7d2&chksm=cfb78682f8c00f945dfac5c8bf2954be0161f317be5752cfaec47c6d1db91e3930399fa3f90a#rd,2023/5/6 17:32,?Smart highway IoT system
一种太阳能驱动的基于纳米复合光热膜的海水淡化 / 废水净化装置,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247492007&idx=1&sn=439a3f2faab9387adf3fa37ca90c41cc&chksm=cfb786e2f8c00ff47cb058c18247c11f1d55a47a3fe1a27eb8c32065ebcc2008bd375a5b7200#rd,2023/4/28 16:21,A solar-driven seawater desalination/wastewater purification device based on nanocomposite photothermal film
无人机安全组网系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491959&idx=1&sn=2b285be447843f946e99b3c4655faa02&chksm=cfb78632f8c00f241c8c76db4b10c5d76b1868f1672e1a2987af0921f05c5836e666e6095e7e#rd,2023/4/25 17:21,UAV safety networking system
单人跆拳道训练脚靶固定装置,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491909&idx=1&sn=c9c73a5563eb99026143cc6b13bebe72&chksm=cfb78600f8c00f1679d318c5cd58d9bafbd3a41f1d71a414ae89201416d6b0275e9928a78962#rd,2023/4/19 16:47,Single Taekwondo training target fixation device
基于 FPGA 的专用星载交换单元,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491899&idx=1&sn=13d90c24fccaef4e99e8099776fd1ff4&chksm=cfb7867ef8c00f6842deee71db9db70e8fa1ec17d0434fcf9ecd2e5770698fa46bf6dd6a5d8e#rd,2023/4/18 16:33,FPGA-based dedicated onboard switching unit
基于同质块均值核类内协同表示的高光谱图像分类,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491882&idx=1&sn=bcfb64b622f568f4b95302a3f2c4e3ce&chksm=cfb7866ff8c00f796fb2317fa69e0a25271c0253b505245249edea4615e2747cfe19ae732a89#rd,2023/4/14 15:50,Hyperspectral image classification based on homogeneous block mean kernel intra-class collaborative representation
“秦盾”云加密数据库系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491881&idx=1&sn=3dd213b12ad39f209ef076ecaab46424&chksm=cfb7866cf8c00f7ac7406afb5f087508694f38bfaa02edca9413f61bf15e45ff4b1b46be9496#rd,2023/4/13 15:28,"""Qin Dun"" cloud encryption database system"
时间确定网络组网协议,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491872&idx=1&sn=e9d70d91eb538724a554a29e57d12572&chksm=cfb78665f8c00f73580b5ce86e2fbf455e5c9f617d3a5198ab9caddb77284088909ed250493d#rd,2023/4/12 16:37,Time determines network networking protocol
基于红外技术的乒乓球裁判辅助系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491740&idx=1&sn=e9b7fd2573b8eac09aa9cdeaa13488cb&chksm=cfb787d9f8c00ecffc4f6e98837ac92b1b5d6d24e6e9338391c6cb97ed99c9b9e8e4ba1f4957#rd,2023/4/6 16:17,Table tennis referee assistance system based on infrared technology
基于自适应空谱核特征提取的高光谱遥感图像分类,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491698&idx=1&sn=eabe5e8dd7b41687b34756e88094e3a4&chksm=cfb78737f8c00e21535220c382bfb7ce48c0a23a2c3b7a4a2a78745bc0b98877813ed57bba94#rd,2023/3/31 15:47,Hyperspectral remote sensing image classification based on adaptive spatial spectral kernel feature extraction
基于空谱差分辅助核联合稀疏表示的高光谱图像分类,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491644&idx=1&sn=4f13ee8d2dda5d26b39fc33b3f105c79&chksm=cfb78779f8c00e6fe46ed52bb60769b3a076eafe74112035e25c53531000ad29cc0190edd6bf#rd,2023/3/22 16:06,Hyperspectral image classification based on spatial spectral difference auxiliary kernel joint sparse representation
HINOC 高性能同轴电缆宽带接入技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491625&idx=1&sn=f3a105c8a5490bb3af665c420b68350d&chksm=cfb7876cf8c00e7aa3a5bcbb503897693fa4bf91c696197c78c366cdbb3ef8ba252b1222923d#rd,2023/3/20 19:56,HINOC high-performance coaxial cable broadband access technology
高端制造三维图形处理系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491580&idx=1&sn=640daa4c6c18aee04c0b8e0f5dc3bb34&chksm=cfb478b9f8c3f1afcdc58544ba1b1ed1bab1db7d71212f7c456a694c3d0556959e23f1f0479b#rd,2023/3/16 17:34,High-end manufacturing 3D graphics processing system
基于形态稀疏协同表示的高光谱遥感图像分类,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491556&idx=1&sn=4f02988fb1d6a702a7af357239d7027b&chksm=cfb478a1f8c3f1b772b4139ab9fcd32f6bd36421c99f7833d2bc22f19dece0841f34e3b4f44f#rd,2023/3/13 17:03,Hyperspectral remote sensing image classification based on morphological sparse collaborative representation
基于空谱胶囊生成对抗网络的高光谱遥感图像分类,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491514&idx=1&sn=01b4b6659b8da986184971084c12c97c&chksm=cfb478fff8c3f1e956aebbcf561fb0442c0c90c61c97f29c45b03384021929f7589b8a83184f#rd,2023/3/8 16:17,Hyperspectral remote sensing image classification based on empty spectrum capsule generative adversarial network
动态网络链路模拟系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491513&idx=1&sn=c3fb1fdf6bfe1d04d7359fd2fb1c5c96&chksm=cfb478fcf8c3f1ea3fecdc62adb4f192d9e2fda053fc5a6d952f8601db8a8f07f013fd62adf7#rd,2023/3/7 16:48,Dynamic network link simulation system
基于超像素样本扩充的空谱全卷积高光谱图像分类方法,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491487&idx=1&sn=0fe696f23df6c4d19e475c4f89832c86&chksm=cfb478daf8c3f1cce14d6d3ccc99ae8a1b035010ba3edf986a796d980dc9f9b01b55d69a656b#rd,2023/3/3 14:57,Spatial spectrum fully convolutional hyperspectral image classification method based on superpixel sample expansion
基于半监督的多级空谱特征融合全卷积网的遥感图像分类,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491356&idx=1&sn=462ced224dcacb213189ed5f8293d81f&chksm=cfb47859f8c3f14f2e4fc40b56a2ebf532fd6aba644df15d2e75a5b959d235361e1bfb8b3e05#rd,2023/2/16 15:20,Remote sensing image classification based on semi-supervised multi-level spatial spectral feature fusion fully convolutional network
Micro-CT 成像系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491343&idx=1&sn=1650956c54e56351b6d2dcd12ae629d2&chksm=cfb4784af8c3f15c6e6855d8047a16958aa4ac6ae25c478fd3ec8168e5b7737944368ea5ad3a#rd,2023/2/15 16:16,Micro-CT imaging system
云原生分布式区块链数据库,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491325&idx=1&sn=98e8cd9ba264852a5fee715b65623d71&chksm=cfb479b8f8c3f0aeead28bf224e8935b9b838491a9c49b71eb1279c15112907d53b5abec2183#rd,2023/2/14 16:13,Cloud native distributed blockchain database
BLE 跌倒报警器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491311&idx=1&sn=cf9c3985b138163431f8f9d99a225f3c&chksm=cfb479aaf8c3f0bc34d288ad9715787de1bd4c4480c6c3e4204f22d04762c040844ea9275658#rd,2023/2/10 16:18,BLE fall alarm
基于 NB-IoT 的低功耗智能井盖监控终端,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491283&idx=1&sn=27b30b3a07a33172aec03c74f41f9837&chksm=cfb47996f8c3f0807fe44c1dbb17796c891ceaf70ce9b86d5c1481e5da7d5388d0afcc21f1a1#rd,2023/2/6 17:16,Low-power smart manhole cover monitoring terminal based on NB-IoT
卫星无线能量传输系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491264&idx=1&sn=6a0c923c1faaa609497573455a3012dc&chksm=cfb47985f8c3f093b9abe9b5f5c99a13b7b54b8e1e7682c75c8d58277be25a547779fb1ca733#rd,2023/2/2 17:09,Satellite wireless energy transmission system
基于蓝牙技术的室内定位阵列天线,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491248&idx=1&sn=cb2ce6a73811137e03919da49fa4cc31&chksm=cfb479f5f8c3f0e3a5355f6029532150507f8b336b0e1ccf4b8f90efbb0f79336b0876a93e7e#rd,2023/2/1 16:54,Indoor positioning array antenna based on Bluetooth technology
大口径天线热变形实时补偿系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491238&idx=1&sn=5a7b6bc0befc06ac1b5e8b0b6f3ed6f2&chksm=cfb479e3f8c3f0f5b3ca59116b087c2030b66dfba849d2801561c27e0dde5a91afd07bd962fc#rd,2023/1/31 17:26,Real-time compensation system for thermal deformation of large-diameter antenna
高轨道 GNSS 接收机,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491225&idx=1&sn=645e23d6c319b4c248ace3f07ecd1e19&chksm=cfb479dcf8c3f0ca92b2c68b2f4230fdbd5157f19a96a8c40878f1299761806f85eea5a9e6cb#rd,2023/1/30 16:51,High Orbit GNSS Receiver
电磁信号传输及反射特性分析软件,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491213&idx=1&sn=f3773f0e84534133904acd87e4eba5c1&chksm=cfb479c8f8c3f0de2ae1b954d48c7fc07178285b07f5d7f02d4b3fe74b5d56aab1f5d48f3b30#rd,2023/1/29 17:08,Electromagnetic signal transmission and reflection characteristics analysis software
有源相控阵雷达稳健服役调控系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491201&idx=1&sn=bce086cdc7598a69577f4b9576a20241&chksm=cfb479c4f8c3f0d28cff31e6fb59b07204a73096fc78aa7cd4b5c74f984aabad3207c4cf0716#rd,2023/1/28 17:14,Active phased array radar robust service control system
S 波段动中通相控阵天线系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491192&idx=1&sn=5065023f1b9b88b01c16376d6c098f75&chksm=cfb4793df8c3f02b881aadfb6d0613d1251f5e524d3abc4de98c14f3762aa1edd94aeca8b20d#rd,2023/1/19 10:24,S-band moving pass phased array antenna system
联邦学习投毒攻击防御与追溯系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491181&idx=1&sn=eb2befcb86dda017f4ae641dd049192a&chksm=cfb47928f8c3f03e1be8f505061c3004bd1bd0370a5e264f351dbeb890af948d31fcc5141cb0#rd,2023/1/18 10:52,Federated Learning Poisoning Attack Defense and Traceability System
森林火灾监测预警系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491166&idx=1&sn=6eecf6777c58d733ac3108076249e3c2&chksm=cfb4791bf8c3f00db1b9ccaa42ae20dc48993500a28cf9395c7115dc496ccdcbffcd91f5423d#rd,2023/1/17 17:10,Forest fire monitoring and early warning system
基于计算智能的协作学习与优化理论及应用,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491147&idx=1&sn=6e9d8ce5e13c1576a9ceff873ee69648&chksm=cfb4790ef8c3f0187279110bd7a8de069d73c9fd7395e5499dab2bfa03ffe74655cdedede2fd#rd,2023/1/13 15:34,Collaborative learning and optimization theory and application based on computational intelligence
基于时间触发以太网（TTE）的高性能确定性综合电子网络技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491138&idx=1&sn=8eb8e4dc7f5b63dc673372e37c5d85b2&chksm=cfb47907f8c3f011abaa9918fcc92880763d2aa1bd393741f4cb44ca5985f4d649c55cae29b4#rd,2023/1/12 17:26,High-performance deterministic integrated electronic network technology based on Time-Triggered Ethernet (TTE)
列车智能上水机器人,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491119&idx=1&sn=13e6f1f69fc197862a81a4f4263e1426&chksm=cfb4796af8c3f07c70614d1f7c509c779c4983de8e533bf9bb4c49b2800613bf8827996e5054#rd,2023/1/11 17:04,Intelligent train water filling robot
云平台测评工具,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491076&idx=1&sn=de6f243a530813a4f44476a3b1237110&chksm=cfb47941f8c3f0579e6c72f1842906c0958b79db81b51592305973a8878b62f6b5b0dd05097a#rd,2022/12/30 16:37,Cloud platform evaluation tool
管廊机器人智能巡检系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491067&idx=1&sn=ba5a7123dd17323459cb1a94f0feb0cc&chksm=cfb47abef8c3f3a8273eba14de49dc1864905ba0b74ef0fe60c66fbabc1f6217c0bf065900e4#rd,2022/12/29 15:22,Pipe gallery robot intelligent inspection system
开源 / 开放 5G/B5G 网络关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247491010&idx=1&sn=12a01d0a07d3b47d4d871a5d94c6b60a&chksm=cfb47a87f8c3f3915212cd93aaa39967acdc12bfaabc32481bbccced48b880d52bd39f0b3d59#rd,2022/12/28 17:09,Open source/open 5G/B5G network key technologies
乳腺癌循环肿瘤细胞智能检测系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490980&idx=1&sn=241747cdae6f33036e1d2b743c50e050&chksm=cfb47ae1f8c3f3f74672ef7cdfdf4c54b106130ad4bc05f3e3f484dfc21eb74ca16dc6282bb3#rd,2022/12/16 15:55,Breast cancer circulating tumor cell intelligent detection system
基于 GPU 加速的 4K 视频帧率上转换系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490963&idx=1&sn=8ef64bae96502ec5d2d1f3f447189a5e&chksm=cfb47ad6f8c3f3c0e307404920a658b05a43aa31378301df9707d63b3eaa35707ee9772fe09d#rd,2022/12/15 17:18,GPU-accelerated 4K video frame rate upconversion system
基于音视频识别及语义分析的智能约谈平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490954&idx=1&sn=c551370fca3aff693a53b6b69ac49a6e&chksm=cfb47acff8c3f3d97024358ab643770b249b1979fcde540e8fdd834cdfb60c92973c2b7f0660#rd,2022/12/14 17:00,Intelligent appointment platform based on audio and video recognition and semantic analysis
基于多智能体的复杂软件演化模型及支撑环境,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490931&idx=1&sn=5dc47c85c3a7a52a6e6db328580a8fff&chksm=cfb47a36f8c3f3202494727f84a0f8a22e3736b91a0a33ded6512ec1629c66b6840d101e472d#rd,2022/12/8 16:45,Complex software evolution model and supporting environment based on multi-agent
基于多核 CPU 的实时雷达信号并行处理系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490885&idx=1&sn=2680163dda4df45b34e2ec28ce30198a&chksm=cfb47a00f8c3f31691f938b348064bd5ec45d40284ec80c67273b38f0b64ddf85a835e4a863b#rd,2022/12/1 16:10,Real-time radar signal parallel processing system based on multi-core CPU
压缩索引理论、技术及其应用,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490876&idx=1&sn=73c7d47a45371e1aededc44f87787ecc&chksm=cfb47a79f8c3f36fd9e8e64be44657c5c883513143b662df4cbf872170b5235b8b9ac2dc9c15#rd,2022/11/30 17:34,"Compression index theory, technology and its application"
陕西省技术转移中的关键问题及对策研究,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490856&idx=1&sn=a51a075ef0b9840544207acb7712bdab&chksm=cfb47a6df8c3f37b751b08b073d96e842bcaa6ef68c176f5c54c8c69787e9ae738a0c6eb8393#rd,2022/11/28 16:56,Research on key issues and countermeasures in technology transfer in Shaanxi Province
面向非接触式人机交互的大规模手势识别算法,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490843&idx=1&sn=6b6e392bbed1d184afd26a6ab447aab6&chksm=cfb47a5ef8c3f3481ae6f397cf90fbb44861fc4dbf6a80ef5009deea626db7bb688bb183520f#rd,2022/11/25 16:06,Large-scale gesture recognition algorithm for contactless human-computer interaction
从奥运会中摔跤、跆拳道及柔道的演变探究武术项目的发展趋势,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490833&idx=1&sn=b8ab3e77df4a6ea553479bb0ec85e6a9&chksm=cfb47a54f8c3f34207287cab95dcb720a589cb15cc8dfcf7a28cd0f8d3add625ad69091fbcdc#rd,2022/11/24 16:34,"Explore the development trends of martial arts events from the evolution of wrestling, taekwondo and judo in the Olympic Games"
飞行器舱内智能无线互联技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490781&idx=1&sn=01e83c24656fc85786aeb001eddcd629&chksm=cfb47b98f8c3f28e7753614f0e184e399f26442ed080d9aac1a8873de61f96894171e850a321#rd,2022/11/18 15:41,Intelligent wireless interconnection technology in aircraft cabin
智能优化方法与理论,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490764&idx=1&sn=4c2f84bef439514b07520dff9e83b6ba&chksm=cfb47b89f8c3f29f9a3e5ff725b9224b09232f19541f7bc9c6274fda1e2316fdea03ab7b0434#rd,2022/11/17 16:36,Intelligent optimization methods and theories
下一代测序数据智能挖掘与一体化平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490730&idx=1&sn=0f4e49d38ec9613398e04a19c677e06b&chksm=cfb47beff8c3f2f9c58abf2ba0904b0346cc046fed3291d3f781eb91a723d6fa38a1b81ff687#rd,2022/11/15 17:01,Next-generation sequencing data intelligent mining and integrated platform
基于多智能体的自适应过程模型与元搜索框架模型,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490710&idx=1&sn=3256310850a6243cfcbbeb1356fb15f0&chksm=cfb47bd3f8c3f2c54da17444965c35e26098ffbc5e5aef4dfc1d406c7efb15b633ec90e3ff3b#rd,2022/11/11 17:28,Multi-agent-based adaptive process model and meta-search framework model
用于集成系统和功率管理的多层次系统芯片低功耗设计技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490642&idx=1&sn=5a0ea7e337a189583866212eb6b9bb06&chksm=cfb47b17f8c3f2012c2c7ff1d6f1364613da179f7d0d6c73c606e91440d87d71d4b5b31804e2#rd,2022/11/2 16:39,Multi-level system-on-chip low-power design technology for integrated system and power management
高效模数转换器和模拟前端芯片关键技术及应用,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490608&idx=1&sn=a6c062ce86cea8e99c6ec6990da3986d&chksm=cfb47b75f8c3f263a982e6d7d4695ff6c9077a60b531db1c6d6b681301cb6d180ee12544509a#rd,2022/10/27 17:28,Key technologies and applications of high-efficiency analog-to-digital converters and analog front-end chips
体系结构建模工具,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490582&idx=1&sn=8ec7bce1e13af4f4b0d0153a3ac293ae&chksm=cfb47b53f8c3f245a3e7332841f7fc8ca2e50b23e424e64d947df1ab1bfaba42d2011115e85b#rd,2022/10/24 15:31,Architecture modeling tools
基于细粒度组织的科技创新知识洞察平台,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490570&idx=1&sn=b8556df148b900fab465d6acaede3563&chksm=cfb47b4ff8c3f2597bfadf2ce5dcef983fd76bcf2d13e812b7adac69994d9f46c6d56e2a6f66#rd,2022/10/21 14:59,Scientific and technological innovation knowledge insight platform based on fine-grained organization
人工智能NLP 引擎,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490560&idx=1&sn=5191b0f403ecaa69bb522718bdfe44d2&chksm=cfb47b45f8c3f2533d316f281d038cb0b930af8c3e40cdce36eba83afa8432700ee2d9445f28#rd,2022/10/20 16:15,Artificial Intelligence NLP Engine
“链固”区块链数据库系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490536&idx=2&sn=9d9463762dbae7a2e7aeeb314b97c224&chksm=cfb47cadf8c3f5bb9a20f5d0e5bc68f6e04146ed98652c97e08d0ca4053ba6cc27032e9a8a1b#rd,2022/10/18 15:38,"""Liangu"" blockchain database system"
生物探测雷达,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490511&idx=1&sn=860f999d44e1d7ee9a7e8e6c092105e1&chksm=cfb47c8af8c3f59ce9950e7e141e9a9d32d6d6c6f7d532387c135355fca5291ed3eb4609d78a#rd,2022/10/14 16:30,biological detection radar
高性能锂电监控与管理系统芯片,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490500&idx=1&sn=d92767b9b20a0ab57b6b5b7e840dd9e0&chksm=cfb47c81f8c3f597019f906d0d368800530212ac590e6a564335e419a5d91bb412af69978fa0#rd,2022/10/13 16:36,High performance lithium battery monitoring and management system chip
多波束/涡旋波束天线技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490469&idx=1&sn=e4018ce6efcf98008eb9ea2fb84575be&chksm=cfb47ce0f8c3f5f66b1b050a92e992985d8612ca2293f9fd0fa3eea9dd59c8a86596d69c03b1#rd,2022/10/10 16:23,Multi-beam/vortex beam antenna technology
智慧教育中混合式学习环境下学习过程数据化关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490442&idx=1&sn=2efa807d0626c92e9c5f0c738a3f496b&chksm=cfb47ccff8c3f5d9b9301c111d2ca51f45d421651a2c2760826053f07c9209172839efd97f7e#rd,2022/10/8 17:30,Key technologies for digitizing the learning process in a blended learning environment in smart education
“一触迹发”,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490428&idx=2&sn=a7a288225ad0620f9aa5b91fd8004cef&chksm=cfb47c39f8c3f52f38a4659043ea62c85f25adce3968d6a29582862b80f65b06ea93c6f13bea#rd,2022/9/30 14:47,"""At the touch of a button"""
中高压 SiC 大功率器件研制及产业化,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490413&idx=1&sn=25d6e43e1d35ae1233b695242358bc53&chksm=cfb47c28f8c3f53ea5333a8eebceaf6fa0b31e594cdf72b7c0ee37e2262f1e5cac5b28a1b89a#rd,2022/9/28 16:57,Development and industrialization of medium and high voltage SiC high power devices
“链固”区块链数据库系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490404&idx=1&sn=07d3ec725d8fc897b0221df447bed71b&chksm=cfb47c21f8c3f53745a9235673cbf44e8881461b3f036a7766721afc81b45b7793cb9692fe4d#rd,2022/9/27 16:12,"""Liangu"" blockchain database system"
分散式(泛在计算)新型信息系统架构及关键技术,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490397&idx=2&sn=9c3c802bc496e37574fb4ab2d13ffc9e&chksm=cfb47c18f8c3f50ed3b1b18d369127a35612b3c39ef0d4791c15795400fb4e3641acccbfe4a2#rd,2022/9/26 17:15,Distributed (ubiquitous computing) new information system architecture and key technologies
室内移动目标轨迹定位探测雷达传感器,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490384&idx=2&sn=e310fdffe771cf21630e559780fcc113&chksm=cfb47c15f8c3f50371260cfe62a650ae8d1172cb3f936b846c29d749a2cdc1977a4fadb8ad1b#rd,2022/9/23 11:39,Indoor moving target trajectory positioning detection radar sensor
创新型 CAR-巨噬肿瘤细胞免疫治疗,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490368&idx=2&sn=d3d7210cff01d93c0a981292ba1b5c00&chksm=cfb47c05f8c3f5135fb532d401787414452ab5b2d544777344dc849ad2a4c0c23dcb3e99bc58#rd,2022/9/22 16:07,Innovative CAR-macrophage tumor cell immunotherapy
跨媒体医学影像智能解译系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490339&idx=1&sn=74c9483456af022902a7c12c280ce495&chksm=cfb47c66f8c3f5701d9d429fe87e770c3baf2dec0cd041336e555510315b0d6cea4d2335c050#rd,2022/9/20 16:55,Cross-media medical image intelligent interpretation system
朗空人工智能机器眼,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490329&idx=1&sn=8ae50543772a6be1130aa60b2157e3d1&chksm=cfb47c5cf8c3f54a0e8502954611a7bc974a2748718df419365ce777d3a0f889605472a406a6#rd,2022/9/19 16:48,Langkong artificial intelligence machine eye
基于智能基因计算的癌症精准诊疗,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490320&idx=1&sn=18887b462443066b718c8830eb23c42a&chksm=cfb47c55f8c3f5439fd96dafae8a929e007f92a62021ea78f32bd538814460875fe20eccd700#rd,2022/9/16 15:57,Precision diagnosis and treatment of cancer based on intelligent genetic computing
基于后量子加密的智能家庭安全监控系统,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490310&idx=1&sn=022f795aaa24d595cc8cd2eb1bd1066b&chksm=cfb47c43f8c3f555bd5057e638807cf7701a0b5d6f95c07d3568ee64780677b38634415157e6#rd,2022/9/15 16:43,Smart home security monitoring system based on post-quantum encryption
负离子教室护眼灯,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490276&idx=2&sn=42ee43d6a99e5643af9ac67ff62d9753&chksm=cfb47da1f8c3f4b78fbc7327aa7fdd83f69b5217fff6ec873aa0951783f08b430f158882ddb5#rd,2022/9/13 14:47,Negative ion classroom eye protection lamp
西安电子废弃物 Se 回收循环经济项目,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490259&idx=2&sn=c970401eb4815441e78c09edc7d097ea&chksm=cfb47d96f8c3f4801da6bfa100d85ce1f471ebcbe86955d61398abc6e5daf7682ba17dc3532f#rd,2022/9/9 15:21,Xi’an Electronic Waste Se Recycling Economy Project
面向多源信息融合的电力电缆状态诊断技术及应用,http://mp.weixin.qq.com/s?__biz=Mzg4NDYzNDE1NA==&mid=2247490242&idx=2&sn=339656becdec7dcf6e24385e7c03c634&chksm=cfb47d87f8c3f49102e691a9f4445c84a71eda3ebcae63ad5a33e9d0cbe95c09888919a027fb#rd,2022/9/8 14:44,Power cable status diagnosis technology and application for multi-source information fusion
